id,affinity
5kcx,6.70
3cgo,5.52
5wac,7.42
3td4,5.66
3t0d,2.37
3zmj,4.93
1uvr,6.00
5u8c,7.53
2c97,6.14
3d4f,7.72
4ztn,7.72
3aau,5.05
1pum,3.05
3brn,8.70
4i4e,6.30
5k8o,5.96
5x4p,5.03
4qmm,6.34
3nu6,9.30
5f2f,6.92
2wgs,5.60
4q6d,7.36
2xfj,7.89
4mwb,6.49
2avi,15.22
4tpp,8.59
3py0,6.89
4rj3,7.03
2xln,4.48
6apw,6.17
3wth,6.29
2xu5,6.89
1t4s,2.44
1r5g,7.52
6db3,7.25
5xvg,8.05
3s8x,7.30
4bo0,6.70
4hnp,6.78
3myq,7.52
4nxv,5.42
6eqs,6.43
6e9w,6.55
2x24,6.48
3alt,2.92
2ay7,2.30
3v8s,6.19
6g9m,8.10
4q1w,11.70
1xn0,6.24
5l30,9.14
5o9q,5.21
2v5x,6.66
5i94,7.52
5t2l,8.20
4pid,4.62
5ujv,3.60
2alv,4.15
5muc,6.04
5jz9,3.57
6cgp,7.12
6dud,6.59
5v84,6.70
1c5o,3.49
2w6z,2.82
4ucd,4.00
3kl6,8.46
5lhu,4.66
3dc2,3.02
2n06,4.92
3wk4,5.13
5du4,5.25
2oxd,6.82
3wgg,4.40
4y2p,2.66
5a54,6.15
4qqc,7.34
1uk0,8.10
2qk8,7.91
4wxi,8.08
3guz,4.38
4hzm,4.63
1w1v,2.20
1db5,6.82
4z7f,7.53
5fat,6.96
5or9,4.06
4cgi,3.12
2vnp,9.92
3odk,3.14
3v04,7.89
3f78,3.10
1al7,7.80
4o9s,6.55
3gyn,7.21
2xjg,7.82
3evd,6.91
4b84,4.66
5tri,5.06
5c5t,3.13
1vkj,4.85
3wyj,6.44
4fgz,2.87
2ceo,10.00
5dxh,9.00
1iyl,9.00
5i7y,7.28
1aqj,6.47
3lmp,6.21
5y8c,6.80
5fl1,8.49
4rxd,6.52
4zki,2.92
5ceh,8.00
4n6z,7.80
6ep4,5.35
2wzy,10.72
2zp0,7.60
5hm0,6.36
5f39,5.10
3s72,6.40
2vvt,5.24
2o4z,6.25
3egt,8.90
4ca8,6.68
2web,5.12
1v2n,5.90
6hh3,6.24
2zxg,8.82
3dx0,7.44
3u0d,10.00
2xej,8.87
2q95,5.80
1ogx,6.09
3i28,8.22
4q7v,3.59
4oys,8.82
5dp6,4.83
4zpe,6.35
4aw5,6.12
2ov4,4.74
2ohv,6.46
2i4v,11.20
2cbs,8.22
2hz0,6.48
5kau,6.52
4wmu,6.74
4b7p,9.46
3t4h,5.28
4jze,8.15
1my2,7.77
3uu1,5.20
1a4q,5.44
4ayy,8.17
4x6k,5.31
4nyj,3.49
4qga,7.92
3w5n,3.87
1nu1,7.19
2o64,6.47
4bo2,7.30
3ouh,7.10
2gfk,4.52
4b3u,5.33
1e2l,4.29
2zju,5.81
4wz6,5.60
1tpz,6.19
4i8z,11.05
2uw6,6.55
4qf9,4.43
2opy,4.52
5mi3,6.84
3svj,6.93
4dt6,7.23
5vl2,8.42
2zu4,7.42
3p7i,7.70
3v5p,8.96
2zis,8.55
3iae,3.89
5a5v,7.48
4bda,5.57
1me3,7.19
2cnh,7.23
2w6o,4.22
5hlw,7.64
3mrx,3.39
4lmn,10.30
5ta6,8.82
4y38,2.40
1z5m,7.52
2rox,4.98
5d7x,4.82
4pyv,6.70
1egh,5.70
4cfl,5.88
4del,7.68
2vc7,3.36
2w8g,6.00
4aml,2.10
4gzt,7.77
5tq3,8.66
4zyv,7.66
1rpf,3.99
1inh,2.30
1wn6,4.68
4qmn,8.52
5mwg,5.77
4igt,7.89
4zba,5.51
4li5,6.26
2xc0,6.72
1d4k,9.22
4ckj,4.84
2rc9,7.40
3t2v,6.99
2won,6.20
3rxa,2.85
6bmx,4.72
3et7,7.77
5exx,5.39
1w8l,0.49
4z6i,6.31
3jzb,9.01
5ug9,8.10
2xup,12.39
3ua8,7.85
4yc9,8.89
4u0e,6.92
3ovx,7.51
4fm7,7.24
2wa3,3.00
4r74,8.10
5wys,6.70
2dua,4.77
4lm2,3.03
2flr,6.10
3v5q,7.40
1cqp,5.62
1v2m,4.29
1cin,8.73
5qaq,3.54
1f2o,1.91
5w14,7.34
1kf6,6.70
3lxl,8.30
6g39,8.34
1y3w,5.77
4rxa,5.74
2io6,7.52
1bqn,6.22
4u0n,5.77
4mk5,6.35
4bw2,5.20
1mj7,8.35
4krs,6.52
1lke,7.52
5ely,7.36
4l0v,6.63
3d2t,7.12
4acc,7.70
3rtm,4.42
3wzk,7.24
6bau,4.51
5eh7,3.48
3nex,6.00
3zc6,9.22
1ex8,6.33
3o9v,7.74
5qby,7.40
5mgk,4.00
2xez,5.82
6b31,8.44
4bs5,8.22
4anx,7.74
4l51,3.00
5n21,5.96
3n2u,7.84
1uod,3.11
4w9s,6.82
2pjc,8.72
4x68,6.57
3rbm,6.57
1dbb,9.00
1yet,5.92
3zm4,5.96
3ftq,5.33
1bnu,9.70
6g9i,3.93
3mt9,4.59
6ex1,7.31
3d0b,6.54
5my8,7.14
2w1h,7.28
4urz,2.52
5kby,8.82
2b1r,1.00
4mmf,6.53
3thd,4.05
5o1g,3.94
5osd,3.21
3src,3.89
3cjf,8.20
2vci,7.68
4lm3,2.92
5wa9,6.76
4npv,7.46
2y7z,8.70
4f8j,5.07
3ti1,3.89
3n0n,7.30
3cgy,3.15
1v7a,8.01
6cec,4.35
6ma2,5.39
4eyr,6.63
3fvl,6.07
1bjv,5.54
4ufg,8.15
6ek3,6.48
5dhh,9.18
5g22,7.00
3c7p,10.00
4ll3,11.57
3fun,6.72
2xp4,3.74
5ew0,6.59
4c7t,6.40
4ixh,8.21
2c80,5.33
3c4h,5.70
5mqy,7.11
5z7b,4.89
3ew2,6.67
4dmn,5.64
4gj3,8.85
3cd7,7.84
4cc5,4.42
2aov,7.04
3zlw,3.70
6au9,5.96
4rpv,8.52
1eei,3.15
5yij,3.42
1lkx,5.15
3p5k,7.12
6dil,8.12
4ea3,9.57
5a8x,8.19
2wtj,6.15
1ouy,8.37
6ar4,6.24
4auj,7.74
4ks2,9.34
4kin,8.32
3itu,4.40
6ccl,3.56
2e9v,7.90
6coj,6.40
5klp,4.64
6fni,8.22
5na0,9.77
1z3c,4.00
2i0a,11.40
4bo1,7.30
3iw4,8.68
4bdk,5.44
3ocb,8.30
4nk9,8.51
3cke,6.10
4qvm,6.35
5nxv,8.46
2rjs,2.28
2xfi,7.82
4n9a,4.19
5he5,6.47
1qvt,4.38
5d7r,7.89
3opm,6.62
1nfw,8.96
4jg6,6.44
4bao,8.37
3k1j,6.40
6ee6,6.67
5bvo,8.30
3mb6,7.00
4x6m,8.24
3eql,5.30
1aht,6.21
4ly1,7.26
2x39,8.66
3i0s,9.00
5nxy,5.05
5aen,7.22
3jqa,4.46
3o4k,7.62
3oaf,8.80
5otc,4.71
4j8m,7.32
1pwu,5.68
4iuo,3.64
5il1,5.82
6c3e,7.20
5v2l,3.54
5j4v,5.85
2xmy,9.96
3eid,6.35
3veu,7.26
5ar7,6.49
4ko8,7.15
3qtv,4.65
1ni1,9.05
2rkd,2.72
6dq6,5.07
4kza,3.70
3t3i,4.77
4tim,2.16
5em6,8.40
1q0b,5.17
2oz7,7.85
1tl1,6.42
3qrk,7.24
1gjc,6.35
4py2,6.57
5n1z,8.19
4y2x,6.29
2yfa,5.07
2vgp,6.85
3biz,7.24
5hlb,4.01
2jsd,7.77
2f71,5.60
4meq,3.60
2q89,6.30
3zm6,6.52
1o30,6.77
3kc1,9.00
3o9f,12.70
1rri,5.82
4i7j,3.32
6afi,6.20
2iu0,6.89
6chh,5.57
3ilq,5.21
4y64,3.10
3cm2,6.47
4ytc,7.89
4qfs,6.05
2avo,8.85
2zns,6.54
5sz3,8.60
1toj,3.39
4li0,6.59
1fq5,8.40
2pk6,10.89
5oje,5.21
5zh4,5.14
6equ,6.38
5nxg,8.55
5mfr,4.30
5ef8,8.85
1lpk,7.55
5vd1,6.00
1gzg,3.05
5llc,9.52
5g5v,6.70
3t82,7.00
2wd1,7.09
4ool,6.85
5hfu,6.89
5ka7,4.35
4gq4,7.66
1nw5,5.21
4d0w,7.70
2wti,7.04
2ew5,5.90
4unp,3.23
5qa5,3.52
4kju,8.22
5wi1,5.00
4rs0,6.00
1bap,6.85
2uxz,8.48
2uw3,4.10
6dxl,5.80
5x9o,5.30
1rm8,9.00
3lp4,4.88
4mxa,8.92
3f68,5.06
1jk7,8.52
2jg0,7.82
4ra5,8.40
5cks,5.51
2glp,5.01
5lif,5.87
4pfu,6.17
2psj,7.70
1lhw,9.08
2pl0,7.21
6htg,7.17
2h4g,6.52
4yhq,8.77
1l5r,4.77
3k2f,7.20
3wt5,9.54
5tc0,7.60
5i5z,9.05
2viw,7.14
1czc,2.82
1fq6,7.86
4k7i,2.82
3psd,8.52
5mql,5.85
1ykp,2.96
2pj2,7.92
5f3z,4.54
4yax,5.82
5ni7,7.70
2ypo,4.68
3fcb,5.31
5m4i,7.89
2brc,5.05
6bmi,5.05
1utz,5.85
2gcd,5.52
4n9e,7.82
3ieo,6.48
3qcy,7.70
5kdr,8.30
4yuz,5.04
3oy0,8.00
6ea2,6.55
5m6h,6.82
3lq5,6.96
4na9,7.39
4uyf,7.60
4d88,7.31
1agw,4.70
1bdq,6.34
1hwr,8.33
5gsa,7.09
2va6,6.17
3uz5,7.22
6dvl,7.96
5qay,3.23
3w2s,8.16
5ap6,7.88
2fxr,7.60
1ms0,2.91
4r3b,6.25
3lco,6.84
5vcy,6.57
6q73,6.90
4eoi,6.05
3sue,9.08
5f0f,6.00
4r6v,7.45
2cni,7.68
2jko,8.11
4n9b,5.28
3as1,4.02
4zom,8.52
4o24,4.30
2zdx,3.19
4hvh,7.72
5dgu,11.35
5hip,6.05
3hdk,4.76
1c85,4.64
1tnl,1.88
4aq4,6.17
5fpu,6.26
3e85,5.38
4k5l,4.96
2qo1,5.57
5xaf,5.77
2qoe,7.60
5hv0,5.96
1ao8,8.22
4drn,5.24
5tqg,9.62
2f81,10.52
4qkx,7.07
4hso,4.66
5k1f,4.79
3ap4,3.92
3r4n,6.89
1g9d,5.30
1lnm,8.70
5kz0,7.66
4l09,6.07
1k6p,7.36
4oya,6.44
3zya,7.00
3cf9,4.83
1xxe,5.41
1b5g,8.00
4rvr,6.87
1ql7,5.00
2qrp,6.20
5ei6,7.00
1gi1,5.47
2f9v,7.82
3l0e,8.00
4zx4,7.11
6eks,3.84
1pi5,7.77
5arf,6.27
1o4b,5.70
3fu3,2.84
2oa0,6.92
3iej,6.66
4lvt,10.36
3m6r,7.49
1nl4,9.41
4yat,5.03
3ay9,8.34
2w8w,2.12
1qca,5.27
1d8m,8.51
2jc0,4.70
2v57,7.10
4jr5,8.15
4r02,7.41
3uug,4.51
4l02,7.70
4fl3,3.82
5nee,10.70
1hgj,1.66
4c6u,4.59
6h7z,10.12
5vb6,6.37
2rcw,8.10
1ai7,4.09
1y2b,4.09
5a3q,8.60
4cfx,5.06
4url,6.30
3cy2,7.22
5nwg,6.18
1s39,7.70
3fr5,6.35
3ig1,6.14
1o86,9.57
1k06,5.34
2yc5,7.46
3o5x,5.28
5ia3,7.34
1y1z,3.08
1p17,2.82
3mks,5.72
2v2h,3.77
4ow0,6.82
5qan,3.96
4gjd,8.52
3qkv,7.44
5jim,3.99
3mxe,10.01
4ef6,2.92
5k0j,7.12
4qz2,5.21
5alt,4.88
2oxy,6.52
4bg1,6.31
4e8y,6.09
3h06,3.53
1c5s,6.00
1h1q,6.00
1ec9,3.10
6b7b,2.89
3pd8,6.46
4byi,8.05
3lxk,9.80
5u28,7.17
4lch,10.62
1y8p,6.08
5ll4,8.40
5jnl,6.57
5orx,3.51
1w6j,8.19
4qo9,6.80
1oiy,7.19
3cs7,10.68
3elc,2.69
3ijh,4.00
4fny,7.80
1w6h,9.30
1jje,8.43
1pxo,8.70
4pyx,6.14
3zv7,5.92
4efk,2.49
2xsb,4.96
4aig,6.52
3th8,6.25
4b0b,3.33
4mwy,7.05
6g97,8.38
1ppk,7.66
5d25,6.30
3f88,8.64
5t2t,6.29
5nwz,9.10
1xp9,8.89
4p5z,7.41
5gja,5.55
2qve,2.32
3wv1,11.41
3eq9,7.39
4k43,6.88
1tkt,6.15
4ycm,7.72
5eec,7.10
2qwb,2.74
5ow8,5.16
3tct,8.52
4tkg,6.85
1f5l,5.28
4qye,5.92
2xm8,6.80
4wgi,5.35
2vqm,6.01
4u5o,2.42
3nam,8.46
3nc4,4.58
5ywx,9.85
4gui,3.64
1zxc,8.10
2pj7,7.77
1o45,9.60
3aas,4.51
4a4x,7.23
4z2k,5.78
3neo,5.92
5ork,3.63
1ftl,6.00
5d6f,4.37
3lfs,5.60
5qax,3.80
4kqo,6.78
4hnn,5.70
5h19,6.49
2xc4,8.05
2y57,6.89
3ws8,6.68
5os7,3.69
2jkp,4.23
3ard,6.76
3dgq,4.92
5nk4,8.70
2qpq,6.37
4l0b,7.17
6eyb,5.37
3gk4,3.92
2pov,7.12
5ggn,3.66
3q2h,9.16
6b1j,7.37
3npc,8.34
1re8,9.52
5wdc,6.40
5os8,3.98
5hn7,3.92
2bu5,7.78
2g19,5.85
4eh8,2.20
1l2s,4.59
5lc0,6.70
2c90,3.48
1oim,5.32
5kya,8.22
5cwa,4.77
4f5y,5.43
5dp5,4.73
1bgq,8.57
3s3q,8.77
2wej,6.08
5qbv,6.37
1axs,7.77
3mct,4.07
4e3g,4.97
3k3e,7.66
1pwq,4.96
4btm,5.39
6c5q,6.66
5n25,7.78
5dro,10.59
2ohr,4.00
2qmf,8.52
4wmx,4.85
5j79,8.52
4hej,4.62
1dl7,6.49
2r3i,6.00
5web,8.00
4luo,3.24
2c8x,6.66
3p76,8.68
4dk5,8.40
4c37,7.71
5yas,3.26
1sve,8.30
3eqr,8.70
4lph,5.04
3qc4,8.70
4rac,7.52
3w55,7.10
2f89,6.48
5qcn,8.22
5yjm,7.68
1tok,2.47
5vad,9.12
2z4b,9.36
1f57,5.64
4nau,9.06
5diq,5.17
2bow,4.00
4avg,7.22
4a50,7.91
5alv,4.36
4x63,6.77
3m8q,9.52
5two,8.09
1pq3,7.52
5tw5,7.42
5eqp,5.40
5tzy,8.70
3bf1,2.52
4ggz,10.18
5yun,5.52
4ks1,8.82
4w9j,6.23
3rhk,6.26
2bua,4.52
4jn4,5.86
5tpg,7.85
1mue,8.64
3ipy,6.29
4wnp,8.10
3bz3,8.82
1wcq,6.26
3fup,7.66
3ozj,5.11
1fl6,7.43
4i9z,7.74
5lay,7.47
4cws,7.92
185l,3.54
4us3,5.32
4hbw,5.32
3c7q,7.68
1al8,5.32
3wnr,6.28
4qwi,5.36
2aox,7.42
6ckr,7.30
3c52,7.30
5es1,8.34
4ocp,6.10
1oba,2.44
4r1y,6.40
3e3c,5.62
4ksp,8.80
4re4,6.87
4zl4,7.86
3qci,5.42
5xpl,7.70
3s0o,4.48
3nhi,8.43
5j7p,7.28
4kox,4.77
3g4i,9.04
1jvp,5.80
1bmq,7.42
2ien,9.00
5ou3,6.21
4mga,5.86
1qf0,7.38
3njq,4.89
4ocv,5.08
5hcx,8.39
4nan,4.72
5dhj,6.70
4yvz,5.52
1yw7,5.85
5er2,6.57
4a4g,2.99
3mvm,8.41
4an2,9.05
3ikd,6.75
2q70,8.08
3jqg,4.74
3miy,7.68
1o49,6.36
2nq7,5.54
2nt7,6.52
4o7e,5.24
5mih,4.19
1xap,8.70
4htx,8.33
5yz2,4.95
3eyg,8.80
5i3y,9.40
4m2u,8.04
5maj,7.46
5qa6,3.76
1h1d,8.22
1nhw,4.84
1c1v,7.64
2w0s,3.30
5i13,5.08
4psb,4.64
6czu,6.32
3ms9,5.22
2r3o,6.22
4do3,4.10
1r5h,6.74
4q4r,6.43
4gii,8.74
6das,8.31
1ykr,6.25
3mg0,9.25
3kcf,7.46
3mwe,1.54
3lcu,3.52
4na8,8.82
5lz7,6.28
6goo,5.67
6elp,6.63
1kwr,6.60
1g7v,6.40
4a95,5.76
2wih,7.35
2obj,7.30
4an0,10.70
4wet,3.35
5uv1,5.62
4rlw,4.87
5wvd,7.68
5mk9,4.42
2g8r,3.99
1pdz,3.70
4km0,6.04
2w3k,10.10
5f74,5.12
3a4o,8.89
3c9e,8.00
3cd5,7.90
1ahy,3.36
3w2p,5.09
1w4q,5.26
6fs0,9.77
3nsq,5.21
5ehi,3.34
3vtc,7.89
5loh,5.04
1iem,7.70
5uis,6.84
5kqx,8.44
4uyg,7.60
4al4,6.89
4dq2,7.52
2wqb,6.27
3lk8,7.71
2piz,6.77
4bqh,5.59
4ncm,7.00
2pgl,3.59
4n7u,6.29
6gjn,6.22
5ewh,3.77
3d8y,3.40
4q4p,6.39
4y8x,8.43
6ev0,5.74
5dls,8.36
4dbm,7.62
4c4j,8.52
5oa6,5.51
4uco,7.00
5yji,5.30
2ay1,2.29
3opr,6.59
5d11,7.55
2x5o,4.07
4g19,3.58
5m0m,8.22
4jjs,6.70
6hlz,7.33
2ypp,4.41
5fdo,6.44
5wyx,6.66
2nmy,8.37
2l98,3.61
3d78,7.64
1mes,7.70
5v0n,7.17
2hxq,6.84
5nbw,8.59
3bl7,8.40
4amz,9.82
5nw2,6.49
1kvo,7.89
2nwl,8.70
5ncy,9.40
3kwf,8.17
3neg,5.94
5mfs,6.48
5c5h,6.40
2a2g,7.00
2w97,0.96
6ekd,6.44
3oqf,7.04
2f3k,7.89
2n0u,6.22
5xyx,4.84
2qci,8.34
3v49,8.02
5cf6,8.09
2vj7,7.40
5ogk,5.11
3sio,8.00
3p78,6.96
1jqy,4.92
4k60,3.24
2ha5,4.34
1amk,4.30
3f15,8.10
4ajk,3.11
5cuu,4.37
1e1v,4.92
2uzj,4.57
3a2c,6.90
4a7b,7.40
4poh,8.00
5gnk,8.28
4idn,5.24
3lhg,7.70
2zx9,10.27
5kpk,8.30
3a5y,7.96
1uk1,7.22
1yi3,5.40
2jds,8.20
3k8o,11.07
2uxx,3.30
4c68,6.17
3p9j,7.51
6g4m,6.60
6ela,7.59
1wax,4.07
2x6j,7.44
4x5q,9.00
6glb,6.89
1sgu,5.37
5erg,4.35
4g93,3.52
1n1v,3.85
2va7,6.70
6b8j,8.30
5he0,6.82
4bdd,4.43
6bm5,5.84
1d6n,4.50
4o7c,5.00
5fl6,7.36
3tu7,8.09
5vt4,4.35
4osf,5.44
6f8t,5.15
4bcd,7.48
2fjn,7.41
1ft7,5.18
3hv3,6.33
4uit,6.70
1pk0,7.57
3g32,3.71
1c84,5.00
5hrv,5.29
3juo,5.07
1we2,4.36
3vdb,2.52
3umw,8.52
2d3z,6.64
2fai,6.24
4cwo,5.21
1ivp,7.52
4ucu,3.35
1bwb,8.42
5fi2,7.15
5xg4,5.15
4qlq,8.18
2pre,6.65
3dk1,9.74
3ejt,7.36
3kqa,4.85
6apz,6.82
5lla,7.72
1uu8,5.05
1v2p,4.73
5ief,5.28
1so2,9.57
3d1g,5.00
1qxw,5.15
2gc8,5.51
4z07,7.99
3p50,4.62
4deb,6.43
4llk,3.00
5brn,6.30
4r4c,5.54
4y2v,4.04
5iyy,4.77
4isi,8.14
4o1b,6.41
4u70,5.02
3i5z,8.70
4u4x,5.01
5lhg,5.60
2c6c,7.52
2bw7,5.70
5f61,7.46
4qz5,5.26
5ny3,7.47
4b14,6.22
4wtu,9.52
2q63,7.18
5fkj,10.66
6hrq,7.09
5tw2,7.30
5v13,7.63
5uxf,7.06
2xgm,3.00
1dzj,5.89
4na4,6.92
5tuo,6.49
4km2,5.84
4muf,6.34
3ppo,5.30
3e2m,9.40
3okv,6.23
4mg7,6.36
2qi7,10.21
4wop,4.76
4jsr,8.40
2b4l,4.77
2adu,7.74
5t8p,5.89
5div,6.85
1g30,6.85
4cbt,7.30
6ap6,5.37
2ya7,3.14
2rg5,8.51
5hka,6.46
4ay6,5.12
1nmk,8.24
4yml,8.35
1flm,9.37
2ccu,6.13
3ptg,7.60
4m5o,6.42
5ivy,6.44
5vfn,3.52
3tcy,4.62
3mn8,6.17
5i2e,6.64
3pwh,8.72
5acy,8.19
2weq,5.90
5u9i,7.31
3bc4,5.35
5jf1,7.19
5zo8,8.20
1g4o,8.25
3r2y,8.07
1b42,4.01
5d3c,10.40
5v7i,7.18
5j4y,6.05
6hwz,5.17
4yyl,5.01
2xne,6.72
4hrc,8.92
2wmu,4.38
4otf,8.22
3rtp,8.15
1usn,7.74
3u5l,6.19
4p5e,5.55
4p4s,4.94
4fl1,3.28
4o78,5.34
1kti,3.43
4qj0,7.32
4jrg,6.71
5yc8,8.19
3pd2,5.47
3hnz,7.72
1uwf,6.82
4tjw,6.02
5n0d,8.48
3wz7,5.74
3bug,3.18
3ezv,5.98
5nyz,5.03
5trj,5.92
1jvu,5.15
1nfu,7.74
5kj0,6.89
1nlj,9.80
1o2p,4.85
3qtw,6.19
3w0l,7.02
3qtz,7.30
5htl,6.30
3emg,8.05
1meu,6.10
2pjl,6.72
4fcb,8.54
2o7e,6.22
6cdj,11.70
6chm,3.70
4bo6,6.74
2xp6,4.70
4dt2,4.37
4phv,9.17
2gz8,5.52
2xbx,7.82
3pb7,5.74
2ha4,2.70
4bi6,3.95
2f35,5.40
3os3,6.63
5ihh,6.41
5aol,2.32
4ha5,7.24
3d67,4.96
6c7d,9.77
5uqv,6.37
4cq0,5.09
2f7i,7.10
4gqr,3.96
5eom,6.39
1ny0,5.85
2o4n,7.82
1eve,8.24
5cy9,6.66
3g1m,6.30
5cfb,7.28
1qs4,5.64
2a5c,4.62
6gfs,6.54
4k7n,3.48
1o39,7.13
2gv6,7.34
5y0x,5.11
1z4o,4.52
5i3a,5.05
2xk6,5.80
4mmm,3.82
5mky,5.70
1ew8,2.26
4bqx,6.52
3e12,5.99
3ixj,9.49
5cf5,8.60
1urg,5.82
2jdv,8.20
5k0f,6.07
4mvx,7.24
3azb,4.92
3qem,7.22
4kz4,4.15
3u10,5.44
6fo8,7.74
3l6h,5.40
3psb,8.52
4ibf,4.43
4pct,7.15
4pgh,4.89
4iie,2.34
2gg9,5.46
6fob,7.63
5mka,4.31
6e2o,8.54
4b9k,6.17
6h7n,8.46
1e5a,7.64
1s5z,3.21
4zx9,7.39
2ygf,5.09
3zmg,7.64
1oz0,7.70
4j3d,8.28
5ezz,6.84
5anv,9.30
4oma,4.17
2gvz,6.89
4pox,5.43
4uwf,8.15
4lsj,9.57
2zbk,5.70
5gsw,5.94
4em7,5.11
4pl3,6.54
6ami,4.52
4knj,7.95
3c45,9.68
4re9,4.92
6bg5,6.00
4k69,7.40
3pj2,5.14
2wpa,8.10
5alf,6.69
1uw6,7.34
2vcb,5.26
3i81,7.89
3n2c,5.12
5h17,6.05
5a5r,5.90
5efa,4.83
1gah,12.00
4mnp,7.34
4p0x,5.92
1bxo,10.00
4ui6,7.06
2nn7,6.52
6eea,6.20
3dbd,7.38
3dyo,2.30
5yjf,5.74
3qkm,7.42
3cj3,4.24
5mng,4.68
4b7z,4.31
6bbu,7.54
2hvx,7.54
4lwv,8.22
5flp,3.20
1z6p,6.05
4y3j,2.17
1bqo,7.74
1o4p,2.60
5exw,6.82
3wmb,5.37
2e92,6.89
4wf4,3.11
2aqu,9.32
188l,3.33
3cib,7.85
5h2u,8.15
2fu8,4.70
3hau,6.38
1zd4,3.60
5ue4,6.36
4g8y,4.59
4g2w,8.80
4qsm,7.41
2i72,7.43
4g3f,8.36
5moo,1.31
5ni0,5.74
4kqq,3.90
4dij,7.52
1xk9,6.85
3drr,9.40
4cj4,3.36
5l2w,6.68
3tgs,5.39
5owc,7.59
5ai0,3.69
4cmo,9.07
1xon,10.68
4uja,9.05
6czc,4.78
3ppp,5.22
1ke9,6.18
4dzw,7.89
4x8g,6.00
6dko,5.80
5f1u,6.40
5nki,7.72
2uwo,8.70
3t0b,4.30
5y80,8.79
5ny1,6.44
3v4x,6.15
4c1y,3.60
5m3a,5.70
6h1h,6.17
5da3,7.10
2pwd,4.40
1doj,8.96
3k9x,8.40
4h1j,5.92
5fd2,7.05
2vpp,6.12
5iub,9.46
5vqy,6.29
4o55,5.30
4gr3,7.81
4oks,4.48
3way,7.66
5f1r,6.00
4fhh,7.46
1p2a,7.92
1drk,6.82
1v11,3.98
6e4a,7.36
5lsy,6.54
4k8o,3.77
6cwi,7.54
1rev,7.48
2hs1,8.48
1m6p,5.10
3gw5,9.33
1mxo,9.00
4rww,5.85
1dth,8.22
5h8g,10.32
4rrn,7.32
4a4q,9.40
3kc0,7.92
3eu5,7.49
7upj,8.49
3ee2,4.19
5ccm,8.40
2fxu,8.15
5km1,6.18
3wk7,3.90
4usj,4.00
3e64,7.11
3c4f,5.72
4o0b,8.30
2zof,8.15
2wxf,6.74
3bmo,5.27
2ipo,5.06
5wre,6.41
3fvn,6.77
6ekn,6.29
4at5,7.42
4cfw,6.29
5jga,8.64
2ydo,7.51
1o37,6.82
3t2p,3.60
5unp,10.02
5ftg,6.15
4nrc,3.62
5aqf,3.78
2yde,3.72
5dgw,11.05
3mhi,6.70
2yk9,5.09
4mro,7.06
5mo2,3.84
2pql,7.28
4ux6,5.92
4wz5,5.51
1nym,5.40
5olb,7.89
4bde,4.80
5abp,6.64
3r0t,9.04
3fa3,5.60
3oim,6.74
1o4i,2.64
3ion,8.10
6ffi,8.10
5xpm,7.64
2wmw,6.41
5mob,4.05
2i40,5.80
4wkp,9.55
5oot,7.55
2qiq,4.10
4nru,6.94
4bup,4.95
5thn,4.02
1t4j,5.10
5alk,6.60
5oax,7.57
5dry,7.70
5opr,5.59
4wpn,6.68
5v3x,6.59
186l,4.85
1p01,9.46
3vf5,9.34
4bvb,4.48
4x7k,8.40
3lj3,9.03
3vye,8.11
5f91,5.20
5y8z,6.21
4zts,7.60
3orn,9.62
2fme,6.98
3p79,5.64
3ked,2.44
3ekt,10.59
4aa5,7.80
4y5h,7.82
1zgv,6.00
4hvi,7.16
4rj8,7.77
1fjs,9.96
4a9i,4.90
3pz4,8.22
1i9l,8.48
4jwk,8.32
5ags,7.40
6hti,7.01
4m3p,5.40
4dfb,4.60
5edd,5.24
4caf,7.12
4rao,6.00
2xu4,6.47
5ty8,5.46
4pis,7.22
4nxs,7.37
1jiz,8.70
3omm,7.43
4ovf,4.13
1csr,7.38
4o7b,4.70
1j01,6.47
1t3t,4.96
4ghi,7.09
1eou,7.44
4jlh,5.40
5g4o,4.43
3s53,9.64
2uup,3.98
2clh,4.06
1puq,7.28
2r2m,7.33
4nga,7.77
4hxq,7.22
5alu,7.66
2vtq,6.85
5hg5,8.70
1n0s,7.45
4rfr,6.54
5usf,9.16
5agj,6.15
4yl1,6.67
2vev,6.52
2c1p,5.40
4b7q,9.74
3wjw,3.87
2gg8,4.60
4egh,3.26
3ggu,9.77
4olh,8.30
3u8j,8.51
2cne,8.77
5ux4,7.05
5tks,7.17
3bgl,8.35
4fm8,5.97
1ugw,3.09
4i0s,7.44
3ant,8.07
1nj1,7.60
4r6t,7.52
1v0p,6.89
4h3a,6.29
4nw6,8.40
4qmw,7.07
3ik1,4.85
2fjp,8.37
3krj,8.96
6few,5.85
5tq7,7.67
3f6g,4.72
1il4,2.85
2w6p,6.48
3qtq,5.51
4j22,7.74
2vie,7.48
6fa4,7.29
3bgp,7.04
3l5d,4.11
5ukk,6.21
1zsb,0.60
1qpe,7.70
3gk1,4.10
2z92,9.10
5o83,7.96
3p4w,4.57
2hdr,1.72
4zum,6.57
3bmq,5.49
4m5j,4.84
2oiq,5.00
3shy,7.04
3i9g,8.96
4daf,7.12
5hg7,8.40
4qvw,5.38
6g9n,8.52
3usx,5.02
3kr5,7.89
5c4t,7.66
2g94,9.52
4e4x,8.15
3o8p,6.46
4rpn,6.96
5nsx,6.40
3t2q,3.66
